questionName,inputType,active,section,group,path,label::fr,label::en,label_one::fr,label_one::en,parameters,appearance,conditional,validation,choices,help_popup,inputRange,confirm_popup,containsHtml,customPath,customChoice,defaultValue,includeNotApplicable,comments
personUsualSchoolPlaceGeography,Custom,True,household,householdMembers,usualSchoolPlace.geography,"Veuillez localiser le **lieu habituel d’études** de {{nickname}}.
__Naviguez, zoomez, et cliquez sur la carte pour localiser le lieu. Une fois localisé, vous pourrez déplacer le point sur la carte pour davantage de précision.
Vous pouvez également chercher le lieu sur la carte en utilisant le bouton ""Chercher le lieu"".__","Please locate the **usual place of study** for {{nickname}}.
__Navigate, zoom, and click on the map to identify the location. Once located, you can move the marker for greater precision.
You can also search for the place on the map using the ""Search location"" button.__","Veuillez localiser votre **lieu habituel d’études**.
__Naviguez, zoomez, et cliquez sur la carte pour localiser le lieu. Une fois localisé, vous pourrez déplacer le point sur la carte pour davantage de précision.
Vous pouvez également chercher le lieu sur la carte en utilisant le bouton ""Chercher le lieu"".__","Please locate your **usual place of study**.
__Navigate, zoom, and click on the map to identify the location. Once located, you can move the marker for greater precision.
You can also search for the place on the map using the ""Search location"" button.__",,,,,,,,,True,,,,,
personTravelToWorkDays,Checkbox,1,household,householdMembers,travelToWorkDays,"Durant la **semaine dernière**, quand {{nickname}} s'est-{{gender:il/elle/iel/il(-elle)}} **déplacé{{gender:/e/(e)/(e)}}** pour le **travail**?
__Pour se rendre au travail ou toute autre raison concernant le travail.__","During the **last week**, when did {{nickname}} **travel** for **work**?
__To get to or for any other reason concerning work.__","Durant la **semaine dernière**, quand vous êtes-vous **déplacé{{gender:/e/(e)/(e)}}** pour le **travail**?","During the **last week**, when did you **travel** for **work**?
__To get to or for any other reason concerning work.__",,,isWorkerConditional,travelToPlaceCustomValidation,lastWeekTravelToWorkDaysCustomChoices,,,,True,,,,,
personRemoteWorkDays,Checkbox,1,household,householdMembers,remoteWorkDays,"Durant la **semaine dernière**, quand {{nickname}} a-t-{{gender:il/elle/iel/il(-elle)}} fait du **télétravail**?","During the **last week**, when did {{nickname}} **work remotely**?","Durant la **semaine dernière**, quand avez-vous fait du **télétravail**?","During the **last week**, when did you **work remotely**?",,,personRemoteWorkDaysConditional,remoteWorkDaysCustomValidation,lastWeekRemoteWorkDaysCustomChoices,,,,True,,,,,
household_save,NextButton,1,household,,household.save,Enregistrer et continuer,Save and continue,,,,,,,,,,validateHouseholdAgesHelpPopup,True,,,,,
selectPerson,Custom,1,selectPerson,,_activePersonId,Pour quelle personne désirez-vous poursuivre l'entrevue?,Who do you want to continue the interview for?,,,,,,,,,,,,,,,,
buttonSelectPersonConfirm,NextButton,1,selectPerson,,buttonSelectPersonConfirm,Sélectionner cette personne et continuer,Select this person and continue,,,,,,,,,,,,,,,,
activePersonTitle,Builtin,1,tripsIntro,,activePersonTitle,"<p class=""_center _em"" style=""margin-bottom: 0;"">Entrevue de **{{nickname}}**</p><p class=""_center _pale"">•</p>","<p class=""_center _em"" style=""margin-bottom: 0;"">**{{nickname}}**'s interview</p><p class=""_center _pale"">•</p>",,,,,hasHouseholdSize2OrMoreConditional,,,,,,True,,,,,
buttonSwitchPerson,Builtin,1,tripsIntro,,buttonSwitchPerson,Changer de personne,Change person,,,,,,,,,,,,,,,,
personNewPerson,Custom,1,tripsIntro,,_showNewPersonPopupButton,"Nous allons vous demander de spécifier les déplacements de **{{nickname}}**.

L’ordre des personnes interviewées est aléatoire.

<details><summary>Pourquoi l'ordre des personnes peut avoir été changé?</summary> L'ordre des personnes pour lesquelles on demande de spécifier les déplacements est aléatoire (tiré au sort). Cela permet d'éviter tout biais lié à la séquence de déclaration et d'assurer des données de qualité homogène.</details>","We will ask you to specify **{{nickname}}**’s trips.

The order of the interviewed persons was randomly selected.

<details><summary>Why might the order of persons have been changed?</summary>The order of persons for whom we ask you to specify trips is randomized. This helps avoid any bias related to the reporting sequence and ensures consistent data quality.</details>",,,,,,,,,,,,,,,,
personWhoWillAnswerForThisPerson,Custom,1,tripsIntro,,whoAnswers,Qui répond pour {{nickname}}?,Who is responding for {{nickname}}?,,,,,,,,,,,,,,,,
personDidTrips,Custom,1,tripsIntro,,personDidTrips,"Est-ce que {{nickname}} s'est déplac{{gender:é/ée/é(e)/é(e)}} le {{assignedDate}}?
__Inclure tous les déplacements, qu'ils soient pour des motifs personnels (achats, sorties, loisirs, etc.), pour le travail, ou pour aller chercher ou reconduire quelqu'un.__","Did {{nickname}} make any trips on {{assignedDate}}?
__Include all trips, whether for personal reasons (shopping, outings, leisure, etc.), for work, or to pick up or drop someone off.__","Vous êtes-vous déplac{{gender:é/ée/é(e)/é(e)}} le {{assignedDate}}?
__Inclure tous les déplacements, qu'ils soient pour des motifs personnels (achats, sorties, loisirs, etc.), pour le travail, ou pour aller chercher ou reconduire quelqu'un.__","Did you make any trips on {{assignedDate}}?
__Include all trips, whether for personal reasons (shopping, outings, leisure, etc.), for work, or to pick up or drop someone off.__",,,,,,,,,,,,,,
personDidTripsConfirm,Custom,1,tripsIntro,,personDidTripsConfirm,Vous avez déjà déclaré des déplacements. Confirmez-vous qu'ils sont erronés et que {{nickname}} ne s'est pas déplac{{gender:é/ée/é(e)/é(e)}} le {{formattedTripsDate}}?,You already declared trip. Do you confirm they are erroneous and that {{nickname}} did not make any trips on {{formattedTripsDate}}?,Vous avez déjà déclaré des déplacements. Confirmez-vous qu'ils sont erronés et que vous n'avez fait aucun déplacement le {{formattedTripsDate}}?,You already declared trips. Do you confirm they are erroneous and that you did not make any trips on {{formattedTripsDate}}?,,,,,,,,,,,,,,
visitedPlacesIntro,Custom,1,tripsIntro,,didTripsIntro,"Nous allons vous demander d'indiquer les lieux où {{nickname}} est all{{gender:é/ée/é(e)/é(e)}} le {{assignedDate}} (inclure les lieux visités jusqu'à 4:00 le lendemain matin)

<span class=""_green"">- **Inclure même les petits arrêts** (station-service, garderie/école, dépanneur ou tout lieu où {{nickname}} est all{{gender:é/ée/é(e)/é(e)}} chercher ou reconduire quelqu'un).
- **Inclure tous les lieux** peu importe les modes de transport utilisés pour s'y rendre (marche, vélo, voiture, transport collectif, taxi, avion, bateau, etc.).</span>
<span class=""_red"">- **Ne pas inclure les lieux de transfert** en cours de déplacement (arrêts de bus, gares, terminus, lieux de stationnement, etc.) sauf si {{nickname}} est all{{gender:é/ée/é(e)/é(e)}} reconduire ou chercher quelqu'un à cet endroit.</span>","Please specify the **places {{nickname}} went on {{assignedDate}}** (include all places visited until 4 AM the following morning)

<span class=""_green"">- **Include short stops and errands** (gas station, daycare/school, convenience store or any place where {{nickname}} picked someone up or dropped someone off).
- **Include all places** regardless of the mode of transport used to get there (walking, cycling, car, public transit, taxi, plane, boat, etc.).</span>
<span class=""_red"">- **Do not include transfer locations** (bus stops, train stations, terminals, parking lots, etc.) unless {{nickname}} went there to drop someone off or pick someone up.</span>","Nous allons vous demander d'indiquer les **lieux où vous êtes all{{gender:é/ée/é(e)/é(e)}} le {{assignedDate}}** (inclure les lieux visités jusqu'à 4:00 le lendemain matin)

<span class=""_green"">- **Inclure même les petits arrêts** (station-service, garderie/école, dépanneur ou tout lieu où vous êtes all{{gender:é/ée/é(e)/é(e)}} chercher ou reconduire quelqu'un).
- **Inclure tous les lieux** peu importe les modes de transport utilisés pour s'y rendre (marche, vélo, voiture, transport collectif, taxi, avion, bateau, etc.).</span>
<span class=""_red"">- **Ne pas inclure les lieux de transfert** en cours de déplacement (arrêts de bus, gares, terminus, lieux de stationnement, etc.) sauf si vous êtes all{{gender:é/ée/é(e)/é(e)}} reconduire ou chercher quelqu'un à cet endroit.</span>","Please specify the **places you went on {{assignedDate}}** (include all places visited until 4 AM the following morning)

<span class=""_green"">- **Include short stops and errands** (gas station, daycare/school, convenience store or any place where you picked someone up or dropped someone off).
- **Include all places** regardless of the mode of transport used to get there (walking, cycling, car, public transit, taxi, plane, boat, etc.).</span>
<span class=""_red"">- **Do not include transfer locations** (bus stops, train stations, terminals, parking lots, etc.) unless you went there to drop someone off or pick someone up.</span>",,,,,,,,,,,,,,
personDeparturePlaceIsHome,Custom,1,tripsIntro,,departurePlaceIsHome,"Est-ce que {{nickname}} a **commencé sa journée au domicile** ({{address}})?
__Répondre 'Non' uniquement si {{nickname}} n'a pas dormi au domicile (nuit du {{dayOne}} au {{dayTwo}}), ou y est rentré{{gender:/e/(e)/(e)}} après 4h du matin (par ex.: travail de nuit).__","Did {{nickname}} **start their day at home** ({{address}})?
__Answer 'No' only if {{nickname}} did not sleep at home (night from {{dayOne}} to {{dayTwo}}) or came home after 4 AM (ex: overnight work shift).__","Avez-vous **commencé votre journée au domicile** ({{address}})?
__Répondre 'Non' uniquement si vous n'avez pas dormi au domicile (nuit du {{dayOne}} au {{dayTwo}}), ou y êtes rentré{{gender:/e/(e)/(e)}} après 4h du matin (par ex.: travail de nuit).__","Did you **start your day at home** ({{address}})?
__Answer 'No' only if you did not sleep at home (night from {{dayOne}} to {{dayTwo}}) or came home after 4 AM (ex: overnight work shift).__",,,,,,,,,,,,,,
personDeparturePlaceOther,Radio,1,tripsIntro,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.departurePlaceOther,Où était {{nickname}} à 4h du matin?,Where was {{nickname}} at 4 AM?,Où étiez-vous à 4h du matin?,Where were you at 4 AM?,,,departurePlaceOtherCustomConditional,,departurePlaceOtherChoices,,,,True,,,,,
tripsIntro_save,NextButton,1,tripsIntro,,tripsIntro.save,Continuer,Continue,,,,,,,,,,,,,,,,
tripsIntroOutro,InfoText,1,tripsIntro,,tripsIntroOutro,__Vos réponses serviront à évaluer l'usage et l'achalandage des réseaux routiers et de transport collectif et demeureront entièrement confidentielles__,__Your answers will be used to assess the use and traffic of the road and public transit networks and will remain entirely confidential__,,,,,,,,,,,1,,,,,
activePersonTitle,Builtin,1,visitedPlaces,,activePersonTitle,"<p class=""_center _em"" style=""margin-bottom: 0;"">Entrevue de **{{nickname}}**</p><p class=""_center _pale"">•</p>","<p class=""_center _em"" style=""margin-bottom: 0;"">**{{nickname}}**'s interview</p><p class=""_center _pale"">•</p>",,,,,hasHouseholdSize2OrMoreConditional,,,,,,1,,,,,
buttonSwitchPerson,Builtin,1,visitedPlaces,,buttonSwitchPerson,Changer de personne,Change person,,,,,,,,,,,,,,,,
personVisitedPlacesTitle,Builtin,1,visitedPlaces,,personVisitedPlacesTitle,"Lieux où {{nickname}} est allé{{gender:/e/(e)/(e)}} le {{journeyDates}}:
L'ordre chronologique doit être respecté.","Places {{nickname}} went on {{journeyDates}}:
Chronological order must be respected (i.e. sequence matters).","Lieux où vous êtes allé{{gender:/e/(e)/(e)}} le {{journeyDates}}:
L'ordre chronologique doit être respecté.","Places you went on {{journeyDates}}:
Chronological order must be respected (i.e. sequence matters).",,,,,,,,,True,,,,,
personVisitedPlacesMap,Builtin,1,visitedPlaces,,visitedPlacesMap,Carte des déplacements de **{{nickname}}** le {{journeyDates}}:,Map of **{{nickname}}**’s trips on {{journeyDates}}:,Carte de vos déplacements le {{journeyDates}}:,Map of your trips on {{journeyDates}}:,,,,,,,,,,,,,,
personVisitedPlaces,Builtin,1,visitedPlaces,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.visitedPlaces,,,,,,,,,,,,,,,,,,
visitedPlaceActivityCategory,Builtin,1,visitedPlaces,personVisitedPlaces,activityCategory,,,,,,,,,,,,,,,,,,
visitedPlaceActivity,Builtin,1,visitedPlaces,personVisitedPlaces,activity,,,,,,,,,,,,,,,,,,
visitedPlaceOnTheRoadPreviousPlaceActivity,Builtin,1,visitedPlaces,personVisitedPlaces,onTheRoadPreviousPlaceActivity,Quel endroit était le point de départ des déplacements sur la route de {{nickname}}?,What was the departure place of {{nickname}}’s work trip on the road?,Quel endroit était le point de départ de vos déplacements sur la route?,Where did you start your work trip on the road?,,,,,,,,,,,,,,
visitedPlaceAlreadyVisited,Builtin,1,visitedPlaces,personVisitedPlaces,alreadyVisitedBySelfOrAnotherHouseholdMember,"Avez-vous déjà localisé ce lieu?
__Dans l'entrevue de {{nickname}} ou dans celles des autres membres du ménage.__","Did you previously locate this place on the map?
__In {{nickname}}'s travel diary or that of another household member.__","Avez-vous déjà localisé ce lieu?
Dans votre entrevue ou dans celles des autres membres du ménage.","Did you previously locate this place on the map?
__In your travel diary or that of another household member.__",,,alreadyVisitedPlaceCustomConditional,,yesNo,,,,True,,,,,
visitedPlaceShortcut,Builtin,1,visitedPlaces,personVisitedPlaces,shortcut,Veuillez choisir le lieu dans la liste des lieux déjà localisés:,Please select this place from the list of previously located places:,,,,,,,,,,,,,,,,
visitedPlaceName,Builtin,1,visitedPlaces,personVisitedPlaces,name,,,,,,,,,,,,,,,,,,
visitedPlaceGeography,Builtin,1,visitedPlaces,personVisitedPlaces,geography,"Veuillez positionner le lieu sur la carte
__Naviguez, zoomez, et cliquez sur la carte pour localiser le lieu. Une fois localisé, vous pourrez déplacer le point pour davantage de précision. Vous pouvez également chercher le lieu en utilisant le nom ou l'adresse avec le bouton ci-dessous.__","Please locate this place on the map
__Pan, zoom and click on map. Once a pin icon has been dropped, you will be able to drag the icon to specify a more precise location. You can also search for a place using its name or address with the button below.__",,,,,,,,,,,,,,,,
visitedPlacePreviousPreviousDepartureTime,Builtin,1,visitedPlaces,personVisitedPlaces,_previousPreviousDepartureTime,À quelle heure {{nickname}} a-t-{{gender :il/elle/iel/il(-elle)}} quitté le lieu précédent ({{previousPlaceDescription}}) avant de se rendre à son lieu habituel de travail?,At what time did {{nickname}} leave the previous location ({{previousPlaceDescription}}) before going to {{gender:his/her/their/their}} usual work place?,À quelle heure avez-vous quitté le lieu précédent ({{previousPlaceDescription}}) avant de vous rendre à votre lieu habituel de travail?,At what time did you leave the previous location ({{previousPlaceDescription}}) before going to your usual work place?,,,,,,,,,,,,,,
visitedPlacePreviousArrivalTime,Builtin,1,visitedPlaces,personVisitedPlaces,_previousArrivalTime,À quelle heure {{nickname}} est-{{gender :il/elle/iel/il(-elle)}} arriv{{gender :é/ée/é(e)/é(e)}} au lieu précédent avant de débuter ses déplacements sur la route?,At what time did {{nickname}} arrive at the previous location ({{visitedPlaceDescription}}) before starting {{gender :his/her/their/their}} work on the road trips?,À quelle heure êtes-vous arriv{{gender:é/ée/é(e)/é(e)}} au lieu précédent avant de débuter vos déplacements sur la route?,At what time did you arrive at the previous location before starting your work on the road trips?,,,,,,,,,,,,,,
visitedPlacePreviousDepartureTime,Builtin,1,visitedPlaces,personVisitedPlaces,_previousDepartureTime,À quelle heure {{nickname}} a-t-{{gender:il/elle/iel/il(-elle)}} quitté le lieu précédent ({{previousVisitedPlaceDescription}})?,At what time did {{nickname}} leave the previous location ({{previousVisitedPlaceDescription}})?,À quelle heure avez-vous quitté le lieu précédent ({{previousVisitedPlaceDescription}})?,At what time did you leave the previous location ({{previousVisitedPlaceDescription}})?,,,,,,,,,,,,,,
visitedPlaceArrivalTime,Builtin,1,visitedPlaces,personVisitedPlaces,arrivalTime,{{nickname}} est arriv{{gender :é/ée/é(e)/é(e)}} {{atPlace}} à:,{{nickname}} arrived {{atPlace}} at:,Vous êtes arriv{{gender :é/ée/é(e)/é(e)}} {{atPlace}} à:,You arrived {{atPlace}} at:,,,,,,,,,,,,,,
visitedPlaceNextPlaceCategory,Builtin,1,visitedPlaces,personVisitedPlaces,nextPlaceCategory,"Après avoir été {{atPlace}}, {{nickname}} est…
__Si {{nickname}} a quitté le lieu après 4h du matin le lendemain, merci de considérer pour l'enquête qu'{{gender :il/elle/iel/il(-elle)}} y est rest{{gender :é/ée/é(e)/é(e)}} jusqu'au lendemain et de sélectionner la réponse adaptée.__","After being {{atPlace}}, {{nickname}}…
__If {{nickname}} left this place after 4 AM the following day, please consider for the purposes of the survey that they stayed there until the next day and select the appropriate answer.__","Après avoir été {{atPlace}}, vous êtes…
__Si vous avez quitté le lieu après 4h du matin le lendemain, merci de considérer pour l'enquête que vous y êtes rest{{gender :é/ée/é(e)/é(e)}} jusqu'au lendemain et de sélectionner la réponse adaptée.__","After being {{atPlace}}, you…
__If you left this place after 4 AM the following day, please consider for the purposes of the survey that you stayed there until the next day and select the appropriate answer.__",,,,,,,,,,,,,,
visitedPlaceOnTheRoadNextPlaceCategory,Builtin,1,visitedPlaces,personVisitedPlaces,onTheRoadNextPlaceCategory,À quel endroit {{nickname}} a-t-{{gender:il/elle/iel/il(-elle)}} terminé ses déplacements sur la route?,Where did {{nickname}} end {{gender:his/her/their/their}} work on the road trips?,À quel endroit avez-vous terminé vos déplacements sur la route?,Where did you end your work on the road trips?,,,currentPlaceWorkOnTheRoadAndNoNextPlaceCustomConditional,,onTheRoadArrivalTypeCustomChoices,,,,,,,,,
visitedPlaceDepartureTime,Builtin,1,visitedPlaces,personVisitedPlaces,departureTime,{{nickname}} a quitté {{place}} à:,{{nickname}} left {{place}} at:,Vous avez quitté {{place}} à:,You left {{place}} at:,,,,,,,,,,,,,,
buttonSaveVisitedPlace,Builtin,1,visitedPlaces,personVisitedPlaces,visitedPlacesSave,Confirmer,Confirm,,,,,,,,,,,,,,,,
buttonCancelVisitedPlace,Builtin,1,visitedPlaces,personVisitedPlaces,,,,,,,,,,,,,,,,,,,
buttonDeleteVisitedPlace,Builtin,1,visitedPlaces,personVisitedPlaces,,,,,,,,,,,,,,,,,,,
buttonVisitedPlacesConfirmNextSection,Builtin,1,visitedPlaces,,visitedPlaces.save,Confirmer les lieux et continuer,Confirm locations and continue,,,,,lastPlaceEnteredCustomConditional,,,,,,,,,,,
activePersonTitle,Builtin,1,segments,,,,,,,,,,,,,,,True,,,,,
buttonSwitchPerson,Builtin,1,segments,,buttonSwitchPerson,Changer de personne,Change person,,,,,,,,,,,,,,,,
personTripsTitle,Builtin,1,segments,,personTripsTitle,Déplacements de {{nickname}} le {{journeyDates}},Trips made by {{nickname}} on {{journeyDates}},Vos déplacements le {{journeyDates}},Trips you made on {{journeyDates}},,,,,,,,,True,,,,,
personVisitedPlacesMap,Builtin,1,segments,,segmentsMap,Carte des déplacements de **{{nickname}}** le {{journeyDates}}:,Map of **{{nickname}}**’s trips on {{journeyDates}}:,Carte de vos déplacements le {{journeyDates}}:,Map of your trips on {{journeyDates}}:,,,,,,,,,,,,,,
personTrips,Builtin,1,segments,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.trips,,,,,,,,,,,,,,,,,,
segmentIntro,Builtin,1,segments,personTrips,segmentsIntro,"Veuillez indiquer tous les modes de transport utilisés pour effectuer ce déplacement (de {{originName}} vers {{destinationName}}), dans l'ordre chronologique:","Please indicate all modes of transport used for this trip (from {{originName}} to {{destinationName}}), in chronological order:",,,,,,,,,,,,,,,,
